colour	fill	y	x	density	scaled	count	n	showSelectedlegendcolourfill	group	ymin	ymax
#619CFF	#619CFF	6.69144446877761e-10	5.38160469667319	6.69144446877761e-10	1.10739551905049e-08	4.34274746023667e-07	649	PH	5	0	6.69144446877761e-10
#F564E3	#F564E3	2.48271017704601e-10	5.38160469667319	2.48271017704601e-10	4.03288191526813e-09	2.17311621796838e-06	8753	US	6	0	2.48271017704601e-10
#F8766D	#F8766D	1.11604658755115e-06	5.47945205479452	1.11604658755115e-06	1.8192357377416e-05	0.00108702937627482	974	AU	1	0	1.11604658755115e-06
#B79F00	#B79F00	1.17490376412605e-10	5.47945205479452	1.17490376412605e-10	1.85859110246071e-09	1.08561107805247e-07	924	CA	2	0	1.17490376412605e-10
#00BA38	#00BA38	7.98418916141727e-18	5.47945205479452	7.98418916141727e-18	1.18583827855342e-16	1.22237936061298e-14	1531	GB	3	0	7.98418916141727e-18
#00BFC4	#00BFC4	1.01883970021865e-07	5.47945205479452	1.01883970021865e-07	1.82717602352781e-06	0.00014915813211201	1464	IN	4	0	1.01883970021865e-07
#619CFF	#619CFF	9.28433882251072e-10	5.47945205479452	9.28433882251072e-10	1.53650460036965e-08	6.02553589580946e-07	649	PH	5	0	9.28433882251072e-10
#F564E3	#F564E3	4.46135486027156e-10	5.47945205479452	4.46135486027156e-10	7.24696644011432e-09	3.9050239091957e-06	8753	US	6	0	4.46135486027156e-10
#F8766D	#F8766D	1.41461795794891e-06	5.57729941291585	1.41461795794891e-06	2.30592842006583e-05	0.00137783789104224	974	AU	1	0	1.41461795794891e-06
#B79F00	#B79F00	1.73998034862994e-10	5.57729941291585	1.73998034862994e-10	2.75249096407963e-09	1.60774184213407e-07	924	CA	2	0	1.73998034862994e-10
#00BA38	#00BA38	1.3208953578192e-17	5.57729941291585	1.3208953578192e-17	1.96183763385121e-16	2.0222907928212e-14	1531	GB	3	0	1.3208953578192e-17
#00BFC4	#00BFC4	7.77086287229487e-08	5.57729941291585	7.77086287229487e-08	1.39361808529178e-06	0.000113765432450397	1464	IN	4	0	7.77086287229487e-08
#619CFF	#619CFF	1.31143741189291e-09	5.57729941291585	1.31143741189291e-09	2.17035338217591e-08	8.51122880318497e-07	649	PH	5	0	1.31143741189291e-09
#F564E3	#F564E3	7.86847053720011e-10	5.57729941291585	7.86847053720011e-10	1.27814405497989e-08	6.88727226121125e-06	8753	US	6	0	7.86847053720011e-10
#F8766D	#F8766D	1.77953327627967e-06	5.67514677103718	1.77953327627967e-06	2.90076648127377e-05	0.00173326541109639	974	AU	1	0	1.77953327627967e-06
#B79F00	#B79F00	2.5413026387239e-10	5.67514677103718	2.5413026387239e-10	4.02011008663806e-09	2.34816363818088e-07	924	CA	2	0	2.5413026387239e-10
#00BA38	#00BA38	2.84861918117843e-17	5.67514677103718	2.84861918117843e-17	4.23086377059642e-16	4.36123596638418e-14	1531	GB	3	0	2.84861918117843e-17
#00BFC4	#00BFC4	5.87784824399458e-08	5.67514677103718	5.87784824399458e-08	1.05412690328588e-06	8.60516982920807e-05	1464	IN	4	0	5.87784824399458e-08
#619CFF	#619CFF	1.84118846525111e-09	5.67514677103718	1.84118846525111e-09	3.0470608635552e-08	1.19493131394797e-06	649	PH	5	0	1.84118846525111e-09
#F564E3	#F564E3	1.36195431178975e-09	5.67514677103718	1.36195431178975e-09	2.21234075737892e-08	1.19211860910957e-05	8753	US	6	0	1.36195431178975e-09
#F8766D	#F8766D	2.2500178762761e-06	5.77299412915851	2.2500178762761e-06	3.66769002005602e-05	0.00219151741149292	974	AU	1	0	2.2500178762761e-06
#B79F00	#B79F00	3.81402492439403e-10	5.77299412915851	3.81402492439403e-10	6.03344121066379e-09	3.52415903014008e-07	924	CA	2	0	3.81402492439403e-10
#00BA38	#00BA38	4.67487651591374e-17	5.77299412915851	4.67487651591374e-17	6.94328178855037e-16	7.15723594586394e-14	1531	GB	3	0	4.67487651591374e-17
#00BFC4	#00BFC4	4.40935595723656e-08	5.77299412915851	4.40935595723656e-08	7.90769095720669e-07	6.45529712139433e-05	1464	IN	4	0	4.40935595723656e-08
#619CFF	#619CFF	2.55972122480041e-09	5.77299412915851	2.55972122480041e-09	4.23619119547178e-08	1.66125907489547e-06	649	PH	5	0	2.55972122480041e-09
#F564E3	#F564E3	2.31342638306319e-09	5.77299412915851	2.31342638306319e-09	3.757899536087e-08	2.02494211309521e-05	8753	US	6	0	2.31342638306319e-09
#F8766D	#F8766D	2.82413508187044e-06	5.87084148727984	2.82413508187044e-06	4.60354211594505e-05	0.00275070756974181	974	AU	1	0	2.82413508187044e-06
#B79F00	#B79F00	5.6618326185426e-10	5.87084148727984	5.6618326185426e-10	8.95650524728093e-09	5.23153333953336e-07	924	CA	2	0	5.6618326185426e-10
#00BA38	#00BA38	7.93792256582954e-17	5.87084148727984	7.93792256582954e-17	1.17896661019023e-15	1.2152959448285e-13	1531	GB	3	0	7.93792256582954e-17
#00BFC4	#00BFC4	3.3063051884846e-08	5.87084148727984	3.3063051884846e-08	5.92949172040331e-07	4.84043079594145e-05	1464	IN	4	0	3.3063051884846e-08
#619CFF	#619CFF	3.52290007351458e-09	5.87084148727984	3.52290007351458e-09	5.8301967141414e-08	2.28636214771096e-06	649	PH	5	0	3.52290007351458e-09
#F564E3	#F564E3	3.85816733395632e-09	5.87084148727984	3.85816733395632e-09	6.26715651752142e-08	3.37705386741197e-05	8753	US	6	0	3.85816733395632e-09
#F8766D	#F8766D	3.51872592711576e-06	5.96868884540117	3.51872592711576e-06	5.73577485862212e-05	0.00342723905301075	974	AU	1	0	3.51872592711576e-06
#B79F00	#B79F00	8.31065210818302e-10	5.96868884540117	8.31065210818302e-10	1.31466972321813e-08	7.67904254796111e-07	924	CA	2	0	8.31065210818302e-10
#00BA38	#00BA38	1.42330830779429e-16	5.96868884540117	1.42330830779429e-16	2.11394474685262e-15	2.17908501923306e-13	1531	GB	3	0	1.42330830779429e-16
#00BFC4	#00BFC4	2.49237537726704e-08	5.96868884540117	2.49237537726704e-08	4.46979886040572e-07	3.64883755231894e-05	1464	IN	4	0	2.49237537726704e-08
#619CFF	#619CFF	4.79809965318077e-09	5.96868884540117	4.79809965318077e-09	7.94057857116274e-08	3.11396667491432e-06	649	PH	5	0	4.79809965318077e-09
#F564E3	#F564E3	6.5960447806943e-09	5.96868884540117	6.5960447806943e-09	1.07145288057792e-07	5.77351799654172e-05	8753	US	6	0	6.5960447806943e-09
#F8766D	#F8766D	4.35272498938636e-06	6.06653620352251	4.35272498938636e-06	7.09525296307547e-05	0.00423955413966232	974	AU	1	0	4.35272498938636e-06
#B79F00	#B79F00	1.20573387264003e-09	6.06653620352251	1.20573387264003e-09	1.90736153551366e-08	1.11409809831938e-06	924	CA	2	0	1.20573387264003e-09
#00BA38	#00BA38	2.55819923052038e-16	6.06653620352251	2.55819923052038e-16	3.79952241910372e-15	3.91660302192671e-13	1531	GB	3	0	2.55819923052038e-16
#00BFC4	#00BFC4	1.86352167807006e-08	6.06653620352251	1.86352167807006e-08	3.34201948428511e-07	2.72819573669457e-05	1464	IN	4	0	1.86352167807006e-08
#619CFF	#619CFF	6.58499904227896e-09	6.06653620352251	6.58499904227896e-09	1.08977941405581e-07	4.27366437843904e-06	649	PH	5	0	6.58499904227896e-09
#F564E3	#F564E3	1.10855014821889e-08	6.06653620352251	1.10855014821889e-08	1.80071435089498e-07	9.70313944735998e-05	8753	US	6	0	1.10855014821889e-08
#F8766D	#F8766D	5.34684111426404e-06	6.16438356164384	5.34684111426404e-06	8.715733328336e-05	0.00520782324529318	974	AU	1	0	5.34684111426404e-06
#B79F00	#B79F00	1.72826015415118e-09	6.16438356164384	1.72826015415118e-09	2.73395068031984e-08	1.59691238243569e-06	924	CA	2	0	1.72826015415118e-09
#00BA38	#00BA38	4.46864069725102e-16	6.16438356164384	4.46864069725102e-16	6.63697350447203e-15	6.84148890749132e-13	1531	GB	3	0	4.46864069725102e-16
#00BFC4	#00BFC4	1.38354506575882e-08	6.16438356164384	1.38354506575882e-08	2.48123465456069e-07	2.02550997627092e-05	1464	IN	4	0	1.38354506575882e-08
#619CFF	#619CFF	9.04494447750648e-09	6.16438356164384	9.04494447750648e-09	1.4968862151046e-07	5.8701689659017e-06	649	PH	5	0	9.04494447750648e-09
#F564E3	#F564E3	1.83164725654785e-08	6.16438356164384	1.83164725654785e-08	2.97530382900806e-07	0.000160324084365633	8753	US	6	0	1.83164725654785e-08
#F8766D	#F8766D	6.5444274992084e-06	6.26223091976517	6.5444274992084e-06	0.000106678847661215	0.00637427238422899	974	AU	1	0	6.5444274992084e-06
#B79F00	#B79F00	2.47656643732408e-09	6.26223091976517	2.47656643732408e-09	3.91770329247964e-08	2.28834738808745e-06	924	CA	2	0	2.47656643732408e-09
#00BA38	#00BA38	8.19701431378248e-16	6.26223091976517	8.19701431378248e-16	1.21744777667669e-14	1.2549628914401e-12	1531	GB	3	0	8.19701431378248e-16
#00BFC4	#00BFC4	1.02211663256066e-08	6.26223091976517	1.02211663256066e-08	1.83305283830521e-07	1.4963787500688e-05	1464	IN	4	0	1.02211663256066e-08
#619CFF	#619CFF	1.23117606879616e-08	6.26223091976517	1.23117606879616e-08	2.03752548214172e-07	7.99033268648707e-06	649	PH	5	0	1.23117606879616e-08
#F564E3	#F564E3	2.9757901685132e-08	6.26223091976517	2.9757901685132e-08	4.83383459945722e-07	0.000260470913449961	8753	US	6	0	2.9757901685132e-08
#F8766D	#F8766D	8.00374271226465e-06	6.3600782778865	8.00374271226465e-06	0.000130466729079742	0.00779564540174577	974	AU	1	0	8.00374271226465e-06
#B79F00	#B79F00	3.58816002879914e-09	6.3600782778865	3.58816002879914e-09	5.67614344881421e-08	3.3154598666104e-06	924	CA	2	0	3.58816002879914e-09
#00BA38	#00BA38	1.48918838390395e-15	6.3600782778865	1.48918838390395e-15	2.21179202284449e-14	2.27994741575695e-12	1531	GB	3	0	1.48918838390395e-15
#00BFC4	#00BFC4	7.54305690459379e-09	6.3600782778865	7.54305690459379e-09	1.35276361111781e-07	1.10430353083253e-05	1464	IN	4	0	7.54305690459379e-09
#619CFF	#619CFF	1.6604476803511e-08	6.3600782778865	1.6604476803511e-08	2.74794527462393e-07	1.07763054454786e-05	649	PH	5	0	1.6604476803511e-08
#F564E3	#F564E3	4.75458150748177e-08	6.3600782778865	4.75458150748177e-08	7.72327996778342e-07	0.000416168519349879	8753	US	6	0	4.75458150748177e-08
#F8766D	#F8766D	9.72072090394554e-06	6.45792563600783	9.72072090394554e-06	0.00015845470128512	0.00946798216044296	974	AU	1	0	9.72072090394554e-06
#B79F00	#B79F00	5.14538964228543e-09	6.45792563600783	5.14538964228543e-09	8.13953933917196e-08	4.75434002947174e-06	924	CA	2	0	5.14538964228543e-09
#00BA38	#00BA38	2.69179995622623e-15	6.45792563600783	2.69179995622623e-15	3.99795065192929e-14	4.12114573298237e-12	1531	GB	3	0	2.69179995622623e-15
#00BFC4	#00BFC4	5.73684436643139e-09	6.45792563600783	5.73684436643139e-09	1.02883942143249e-07	8.39874015245555e-06	1464	IN	4	0	5.73684436643139e-09
#619CFF	#619CFF	2.21839722156102e-08	6.45792563600783	2.21839722156102e-08	3.67131962925713e-07	1.4397397967931e-05	649	PH	5	0	2.21839722156102e-08
#F564E3	#F564E3	7.47251294090337e-08	6.45792563600783	7.47251294090337e-08	1.21382522130845e-06	0.000654069057717272	8753	US	6	0	7.47251294090337e-08
#F8766D	#F8766D	1.17265040808283e-05	6.55577299412916	1.17265040808283e-05	0.000191150401251844	0.0114216149747267	974	AU	1	0	1.17265040808283e-05
#B79F00	#B79F00	7.30131485980813e-09	6.55577299412916	7.30131485980813e-09	1.15500173282683e-07	6.74641493046271e-06	924	CA	2	0	7.30131485980813e-09
#00BA38	#00BA38	4.78875342930077e-15	6.55577299412916	4.78875342930077e-15	7.11241556056872e-14	7.33158150025948e-12	1531	GB	3	0	4.78875342930077e-15
#00BFC4	#00BFC4	4.45549231044823e-09	6.55577299412916	4.45549231044823e-09	7.9904313906461e-08	6.52284074249621e-06	1464	IN	4	0	4.45549231044823e-09
#619CFF	#619CFF	2.96370471989354e-08	6.55577299412916	2.96370471989354e-08	4.90476061172251e-07	1.92344436321091e-05	649	PH	5	0	2.96370471989354e-08
#F564E3	#F564E3	1.15553429078953e-07	6.55577299412916	1.15553429078953e-07	1.87703477710879e-06	0.00101143916472808	8753	US	6	0	1.15553429078953e-07
#F8766D	#F8766D	1.40537108245766e-05	6.65362035225049	1.40537108245766e-05	0.00022908553518411	0.0136883143431376	974	AU	1	0	1.40537108245766e-05
#B79F00	#B79F00	1.02499172189158e-08	6.65362035225049	1.02499172189158e-08	1.6214438599749e-07	9.47092351027823e-06	924	CA	2	0	1.02499172189158e-08
#00BA38	#00BA38	8.35122612033338e-15	6.65362035225049	8.35122612033338e-15	1.24035182610686e-13	1.27857271902304e-11	1531	GB	3	0	8.35122612033338e-15
#00BFC4	#00BFC4	3.60395858538747e-09	6.65362035225049	3.60395858538747e-09	6.46330008105692e-08	5.27619536900726e-06	1464	IN	4	0	3.60395858538747e-09
#619CFF	#619CFF	3.98198707739233e-08	6.65362035225049	3.98198707739233e-08	6.58995926364875e-07	2.58430961322762e-05	649	PH	5	0	3.98198707739233e-08
#F564E3	#F564E3	1.75875002118766e-07	6.65362035225049	1.75875002118766e-07	2.85689051404476e-06	0.00153943389354556	8753	US	6	0	1.75875002118766e-07
#F8766D	#F8766D	1.67363175224877e-05	6.75146771037182	1.67363175224877e-05	0.000272813942488803	0.016301173266903	974	AU	1	0	1.67363175224877e-05
#B79F00	#B79F00	1.42318865500987e-08	6.75146771037182	1.42318865500987e-08	2.25135526167281e-07	1.31502631722912e-05	924	CA	2	0	1.42318865500987e-08
#00BA38	#00BA38	1.42528026585681e-14	6.75146771037182	1.42528026585681e-14	2.11687356442816e-13	2.18210408702678e-11	1531	GB	3	0	1.42528026585681e-14
#00BFC4	#00BFC4	3.12511730503642e-09	6.75146771037182	3.12511730503642e-09	5.60455134330648e-08	4.57517173457331e-06	1464	IN	4	0	3.12511730503642e-09
#619CFF	#619CFF	5.30534107919217e-08	6.75146771037182	5.30534107919217e-08	8.78003391576402e-07	3.44316636039572e-05	649	PH	5	0	5.30534107919217e-08
#F564E3	#F564E3	2.69796185598263e-07	6.75146771037182	2.69796185598263e-07	4.3825339250921e-06	0.0023615260125416	8753	US	6	0	2.69796185598263e-07
#F8766D	#F8766D	1.98961000767065e-05	6.84931506849315	1.98961000767065e-05	0.000324320657443602	0.0193788014747122	974	AU	1	0	1.98961000767065e-05
#B79F00	#B79F00	1.99500010024622e-08	6.84931506849315	1.99500010024622e-08	3.15590906161063e-07	1.8433800926275e-05	924	CA	2	0	1.99500010024622e-08
#00BA38	#00BA38	2.46933400161586e-14	6.84931506849315	2.46933400161586e-14	3.66753683116621e-13	3.78055035647388e-11	1531	GB	3	0	2.46933400161586e-14
#00BFC4	#00BFC4	2.98286695322993e-09	6.84931506849315	2.98286695322993e-09	5.34944111143838e-08	4.36691721952862e-06	1464	IN	4	0	2.98286695322993e-09
#619CFF	#619CFF	7.00883708233404e-08	6.84931506849315	7.00883708233404e-08	1.1599221685164e-06	4.54873526643479e-05	649	PH	5	0	7.00883708233404e-08
#F564E3	#F564E3	4.08848856069366e-07	6.84931506849315	4.08848856069366e-07	6.64128730354678e-06	0.00357865403717516	8753	US	6	0	4.08848856069366e-07
#F8766D	#F8766D	2.35434141274714e-05	6.94716242661448	2.35434141274714e-05	0.000383774484388925	0.0229312853601571	974	AU	1	0	2.35434141274714e-05
#B79F00	#B79F00	2.79218437888791e-08	6.94716242661448	2.79218437888791e-08	4.41698222568132e-07	2.57997836609243e-05	924	CA	2	0	2.79218437888791e-08
#00BA38	#00BA38	4.3570267725209e-14	6.94716242661448	4.3570267725209e-14	6.47120079832905e-13	6.67060798872949e-11	1531	GB	3	0	4.3570267725209e-14
#00BFC4	#00BFC4	3.21037753131629e-09	6.94716242661448	3.21037753131629e-09	5.75745610465972e-08	4.69999270584705e-06	1464	IN	4	0	3.21037753131629e-09
#619CFF	#619CFF	9.18053853424083e-08	6.94716242661448	9.18053853424083e-08	1.51932625051671e-06	5.9581695087223e-05	649	PH	5	0	9.18053853424083e-08
#F564E3	#F564E3	6.0995463593734e-07	6.94716242661448	6.0995463593734e-07	9.90802326887978e-06	0.00533893292835954	8753	US	6	0	6.0995463593734e-07
#F8766D	#F8766D	2.76814490327167e-05	7.04500978473581	2.76814490327167e-05	0.000451227412139573	0.0269617313578661	974	AU	1	0	2.76814490327167e-05
#B79F00	#B79F00	3.8705294996642e-08	7.04500978473581	3.8705294996642e-08	6.12282631951446e-07	3.57636925768972e-05	924	CA	2	0	3.8705294996642e-08
#00BA38	#00BA38	7.57174241771045e-14	7.04500978473581	7.57174241771045e-14	1.12458031902063e-12	1.15923376415147e-10	1531	GB	3	0	7.57174241771045e-14
#00BFC4	#00BFC4	3.84935379679082e-09	7.04500978473581	3.84935379679082e-09	6.90338918091092e-08	5.63545395850176e-06	1464	IN	4	0	3.84935379679082e-09
#619CFF	#619CFF	1.19582096997802e-07	7.04500978473581	1.19582096997802e-07	1.97901482993579e-06	7.76087809515735e-05	649	PH	5	0	1.19582096997802e-07
#F564E3	#F564E3	8.96103843901188e-07	7.04500978473581	8.96103843901188e-07	1.45561935488227e-05	0.0078435969456671	8753	US	6	0	8.96103843901188e-07
#F8766D	#F8766D	3.23453511000848e-05	7.14285714285714	3.23453511000848e-05	0.000527252350640576	0.0315043719714826	974	AU	1	0	3.23453511000848e-05
#B79F00	#B79F00	5.31354637617044e-08	7.14285714285714	5.31354637617044e-08	8.40554802767932e-07	4.90971685158149e-05	924	CA	2	0	5.31354637617044e-08
#00BA38	#00BA38	1.29516714426403e-13	7.14285714285714	1.29516714426403e-13	1.92362523700576e-12	1.98290089786823e-10	1531	GB	3	0	1.29516714426403e-13
#00BFC4	#00BFC4	4.91797518150027e-09	7.14285714285714	4.91797518150027e-09	8.81984313529762e-08	7.19991566571639e-06	1464	IN	4	0	4.91797518150027e-09
#619CFF	#619CFF	1.57138654423567e-07	7.14285714285714	1.57138654423567e-07	2.60055422398312e-06	0.000101982986720895	649	PH	5	0	1.57138654423567e-07
#F564E3	#F564E3	1.29682016743514e-06	7.14285714285714	1.29682016743514e-06	2.10653770583358e-05	0.0113510669255598	8753	US	6	0	1.29682016743514e-06
#F8766D	#F8766D	3.75688415190754e-05	7.24070450097847	3.75688415190754e-05	0.000612398979392244	0.0365920516395794	974	AU	1	0	3.75688415190754e-05
#B79F00	#B79F00	7.22350149807045e-08	7.24070450097847	7.22350149807045e-08	1.14269236535402e-06	6.6745153842171e-05	924	CA	2	0	7.22350149807045e-08
#00BA38	#00BA38	2.17815008659701e-13	7.24070450097847	2.17815008659701e-13	3.2350608144443e-12	3.33474778258003e-10	1531	GB	3	0	2.17815008659701e-13
#00BFC4	#00BFC4	6.51132401435746e-09	7.24070450097847	6.51132401435746e-09	1.16773375810754e-07	9.53257835701932e-06	1464	IN	4	0	6.51132401435746e-09
#619CFF	#619CFF	2.04881664589457e-07	7.24070450097847	2.04881664589457e-07	3.39067354381582e-06	0.000132968200318557	649	PH	5	0	2.04881664589457e-07
#F564E3	#F564E3	1.84932421926296e-06	7.24070450097847	1.84932421926296e-06	3.00401805586779e-05	0.0161871348912087	8753	US	6	0	1.84932421926296e-06
#F8766D	#F8766D	4.33937695941055e-05	7.3385518590998	4.33937695941055e-05	0.000707349471979843	0.0422655315846587	974	AU	1	0	4.33937695941055e-05
#B79F00	#B79F00	9.7401724422714e-08	7.3385518590998	9.7401724422714e-08	1.54080686353954e-06	8.99991933665878e-05	924	CA	2	0	9.7401724422714e-08
#00BA38	#00BA38	3.59612102669298e-13	7.3385518590998	3.59612102669298e-13	5.3410783256122e-12	5.50566129186695e-10	1531	GB	3	0	3.59612102669298e-13
#00BFC4	#00BFC4	8.75533179971564e-09	7.3385518590998	8.75533179971564e-09	1.57017167067968e-07	1.28178057547837e-05	1464	IN	4	0	8.75533179971564e-09
#619CFF	#619CFF	2.65051586280234e-07	7.3385518590998	2.65051586280234e-07	4.3864510918907e-06	0.000172018479495872	649	PH	5	0	2.65051586280234e-07
#F564E3	#F564E3	2.5997170221671e-06	7.3385518590998	2.5997170221671e-06	4.22294630297401e-05	0.0227553230950287	8753	US	6	0	2.5997170221671e-06
#F8766D	#F8766D	5.00113108361001e-05	7.43639921722114	5.00113108361001e-05	0.00081522012592657	0.0487110167543615	974	AU	1	0	5.00113108361001e-05
#B79F00	#B79F00	1.32957456955161e-07	7.43639921722114	1.32957456955161e-07	2.10326627633608e-06	0.000122852690226569	924	CA	2	0	1.32957456955161e-07
#00BA38	#00BA38	5.93755057018781e-13	7.43639921722114	5.93755057018781e-13	8.81864720966302e-12	9.09038992295754e-10	1531	GB	3	0	5.93755057018781e-13
#00BFC4	#00BFC4	1.18212866761542e-08	7.43639921722114	1.18212866761542e-08	2.12001667949162e-07	1.73063636938898e-05	1464	IN	4	0	1.18212866761542e-08
#619CFF	#619CFF	3.40230580468559e-07	7.43639921722114	3.40230580468559e-07	5.63062014506499e-06	0.000220809646724095	649	PH	5	0	3.40230580468559e-07
#F564E3	#F564E3	3.60414488915613e-06	7.43639921722114	3.60414488915613e-06	5.85452578310127e-05	0.0315470802147836	8753	US	6	0	3.60414488915613e-06
#F8766D	#F8766D	5.72867506283882e-05	7.53424657534247	5.72867506283882e-05	0.000933814996656472	0.0557972951120501	974	AU	1	0	5.72867506283882e-05
#B79F00	#B79F00	1.79885422013635e-07	7.53424657534247	1.79885422013635e-07	2.84562408450215e-06	0.000166214129940599	924	CA	2	0	1.79885422013635e-07
#00BA38	#00BA38	1.00557670363505e-12	7.53424657534247	1.00557670363505e-12	1.49351590134462e-11	1.53953793326525e-09	1531	GB	3	0	1.00557670363505e-12
#00BFC4	#00BFC4	1.63508127757062e-08	7.53424657534247	1.63508127757062e-08	2.93233695767363e-07	2.39375899036339e-05	1464	IN	4	0	1.63508127757062e-08
#619CFF	#619CFF	4.33356781936931e-07	7.53424657534247	4.33356781936931e-07	7.17180514171949e-06	0.000281248551477068	649	PH	5	0	4.33356781936931e-07
#F564E3	#F564E3	4.98072942471744e-06	7.53424657534247	4.98072942471744e-06	8.09063168447894e-05	0.0435963246545518	8753	US	6	0	4.98072942471744e-06
#F8766D	#F8766D	6.52327807532148e-05	7.6320939334638	6.52327807532148e-05	0.00106334096929508	0.0635367284536312	974	AU	1	0	6.52327807532148e-05
#B79F00	#B79F00	2.41223782301368e-07	7.6320939334638	2.41223782301368e-07	3.8159412640978e-06	0.000222890774846464	924	CA	2	0	2.41223782301368e-07
#00BA38	#00BA38	1.67958384710556e-12	7.6320939334638	1.67958384710556e-12	2.49457368515583e-11	2.57144286991861e-09	1531	GB	3	0	1.67958384710556e-12
#00BFC4	#00BFC4	2.24894815582042e-08	7.6320939334638	2.24894815582042e-08	4.03323913230934e-07	3.2924601001211e-05	1464	IN	4	0	2.24894815582042e-08
#619CFF	#619CFF	5.56023519050321e-07	7.6320939334638	5.56023519050321e-07	9.2018689889164e-06	0.000360859263863658	649	PH	5	0	5.56023519050321e-07
#F564E3	#F564E3	6.811300067787e-06	7.6320939334638	6.811300067787e-06	0.000110641866766447	0.0596193094933396	8753	US	6	0	6.811300067787e-06
#F8766D	#F8766D	7.38558056294684e-05	7.72994129158513	7.38558056294684e-05	0.00120390244044958	0.0719355546831023	974	AU	1	0	7.38558056294684e-05
#B79F00	#B79F00	3.20622050364253e-07	7.72994129158513	3.20622050364253e-07	5.0719497907386e-06	0.00029625477453657	924	CA	2	0	3.20622050364253e-07
#00BA38	#00BA38	2.76504584164365e-12	7.72994129158513	2.76504584164365e-12	4.10673787242031e-11	4.23328518355643e-09	1531	GB	3	0	2.76504584164365e-12
#00BFC4	#00BFC4	3.07026324303122e-08	7.72994129158513	3.07026324303122e-08	5.50617666584987e-07	4.49486538779771e-05	1464	IN	4	0	3.07026324303122e-08
#619CFF	#619CFF	7.09344047364886e-07	7.72994129158513	7.09344047364886e-07	1.17392354249114e-05	0.000460364286739811	649	PH	5	0	7.09344047364886e-07
#F564E3	#F564E3	9.18142078674986e-06	7.72994129158513	9.18142078674986e-06	0.00014914179749892	0.0803649761464215	8753	US	6	0	9.18142078674986e-06
#F8766D	#F8766D	8.31555093895192e-05	7.82778864970646	8.31555093895192e-05	0.00135549426125176	0.0809934661453917	974	AU	1	0	8.31555093895192e-05
#B79F00	#B79F00	4.22405578912969e-07	7.82778864970646	4.22405578912969e-07	6.68207281795023e-06	0.000390302754915583	924	CA	2	0	4.22405578912969e-07
#00BA38	#00BA38	4.48324605898764e-12	7.82778864970646	4.48324605898764e-12	6.65866587256257e-11	6.86384971631007e-09	1531	GB	3	0	4.48324605898764e-12
#00BFC4	#00BFC4	4.15603637727327e-08	7.82778864970646	4.15603637727327e-08	7.45339038107117e-07	6.08443725632807e-05	1464	IN	4	0	4.15603637727327e-08
#619CFF	#619CFF	8.98427586697769e-07	7.82778864970646	8.98427586697769e-07	1.48684590949345e-05	0.000583079503766852	649	PH	5	0	8.98427586697769e-07
#F564E3	#F564E3	1.22032271377685e-05	7.82778864970646	1.22032271377685e-05	0.000198227624339028	0.106814847136888	8753	US	6	0	1.22032271377685e-05
#F8766D	#F8766D	9.31965741001355e-05	7.92563600782779	9.31965741001355e-05	0.0015191707956392	0.0907734631735319	974	AU	1	0	9.31965741001355e-05
#B79F00	#B79F00	5.56134679244518e-07	7.92563600782779	5.56134679244518e-07	8.79754579203823e-06	0.000513868443621934	924	CA	2	0	5.56134679244518e-07
#00BA38	#00BA38	7.15261577627855e-12	7.92563600782779	7.15261577627855e-12	1.06233023890313e-10	1.09506547534825e-08	1531	GB	3	0	7.15261577627855e-12
#00BFC4	#00BFC4	5.5747959881151e-08	7.92563600782779	5.5747959881151e-08	9.99777841730838e-07	8.1615013266005e-05	1464	IN	4	0	5.5747959881151e-08
#619CFF	#619CFF	1.12981458795484e-06	7.92563600782779	1.12981458795484e-06	1.86977806943921e-05	0.000733249667582694	649	PH	5	0	1.12981458795484e-06
#F564E3	#F564E3	1.59983278696396e-05	7.92563600782779	1.59983278696396e-05	0.000259874743884791	0.140033363842956	8753	US	6	0	1.59983278696396e-05
#F8766D	#F8766D	0.000103973081647791	8.02348336594912	0.000103973081647791	0.00169483557412981	0.101269781524949	974	AU	1	0	0.000103973081647791
#B79F00	#B79F00	7.33907036661912e-07	8.02348336594912	7.33907036661912e-07	1.16097431127712e-05	0.000678130101875607	924	CA	2	0	7.33907036661912e-07
#00BA38	#00BA38	1.12891102636512e-11	8.02348336594912	1.12891102636512e-11	1.67669613166725e-10	1.728362781365e-08	1531	GB	3	0	1.12891102636512e-11
#00BFC4	#00BFC4	7.51333382226849e-08	8.02348336594912	7.51333382226849e-08	1.3474331059011e-06	0.000109995207158011	1464	IN	4	0	7.51333382226849e-08
#619CFF	#619CFF	1.41082216008601e-06	8.02348336594912	1.41082216008601e-06	2.33482941619896e-05	0.000915623581895819	649	PH	5	0	1.41082216008601e-06
#F564E3	#F564E3	2.06950074408877e-05	8.02348336594912	2.06950074408877e-05	0.00033616699208926	0.18114340013009	8753	US	6	0	2.06950074408877e-05
#F8766D	#F8766D	0.000115336979674888	8.12133072407045	0.000115336979674888	0.00188007523743372	0.112338218203341	974	AU	1	0	0.000115336979674888
#B79F00	#B79F00	9.60568194010517e-07	8.12133072407045	9.60568194010517e-07	1.51953168694007e-05	0.000887565011265717	924	CA	2	0	9.60568194010517e-07
#00BA38	#00BA38	1.83542171723791e-11	8.12133072407045	1.83542171723791e-11	2.72602926306749e-10	2.81003064909124e-08	1531	GB	3	0	1.83542171723791e-11
