colour	x	y	showSelectedlegendcolour	fill
#F564E3	19.3211663225666	28.603127427958	US	#F564E3
#F564E3	27.8531765153632	27.7749753437936	US	#F564E3
#F564E3	33.9585740104318	25.9122239600867	US	#F564E3
#F564E3	33.1624447869137	27.7269571917132	US	#F564E3
#F564E3	28.3994488729164	28.6840473039076	US	#F564E3
#00BFC4	20.0994835594669	31.8376737939194	IN	#00BFC4
#F564E3	35.9566135652363	30.0311947820708	US	#F564E3
#F564E3	29.8110938884318	32.9818285128102	US	#F564E3
#00BFC4	31.3211848337203	29.8524715956301	IN	#00BFC4
#F564E3	27.1396474555135	29.7798768149689	US	#F564E3
#F564E3	34.2559809209779	29.0588756168261	US	#F564E3
#F564E3	29.722768874839	31.3096548384056	US	#F564E3
#F564E3	25.137732555531	26.1747844042257	US	#F564E3
#F564E3	28.0804022340104	33.394661327824	US	#F564E3
#00BA38	23.8282356822863	30.1962219761685	GB	#00BA38
#F564E3	26.2139058513567	28.2713063038886	US	#F564E3
#F564E3	19.2562504380941	26.9072480851784	US	#F564E3
#F564E3	29.8508655618876	27.8455563401803	US	#F564E3
#B79F00	26.2784513602033	33.2350124003366	CA	#B79F00
#F564E3	24.7189609406516	35.7888951797038	US	#F564E3
#F564E3	35.0843929966912	31.9589139960706	US	#F564E3
#F564E3	24.7153537228704	30.7743610203266	US	#F564E3
#F564E3	37.2959323344752	34.9570564696565	US	#F564E3
#F564E3	34.3368613824248	28.9434357225895	US	#F564E3
#F564E3	27.3754841258749	34.8815750360489	US	#F564E3
#F564E3	26.1204664891586	28.356376016885	US	#F564E3
#F564E3	31.7851210741326	31.2354403216392	US	#F564E3
#00BA38	31.7901995973662	32.0872992187738	GB	#00BA38
#F564E3	33.8531861860305	26.0881880944595	US	#F564E3
#00BA38	24.7293514110148	31.157911994867	GB	#00BA38
#F564E3	28.0828433388844	23.7235194392502	US	#F564E3
#F564E3	27.1805062647909	32.0260762026534	US	#F564E3
#F564E3	29.2663890264928	27.3153185646981	US	#F564E3
#F564E3	21.7410713341087	21.871646554023	US	#F564E3
#F564E3	37.7569874078035	36.2357552031055	US	#F564E3
#F564E3	32.9649169774726	30.3844808189198	US	#F564E3
#F564E3	37.3351956570521	26.9538062965497	US	#F564E3
#B79F00	35.1286758713424	36.2097612524405	CA	#B79F00
#F564E3	28.6372391650453	35.8196221608669	US	#F564E3
#F564E3	29.0240670828149	31.8114497313276	US	#F564E3
#00BFC4	20.2789755873382	28.8233809109777	IN	#00BFC4
#F564E3	41.2748066909611	34.2651738855988	US	#F564E3
#F564E3	31.8431492378935	30.1453877376393	US	#F564E3
#00BA38	41.8089268704876	32.0598444115371	GB	#00BA38
#F564E3	34.9837405949831	25.200663337484	US	#F564E3
#00BFC4	18.3844420930371	27.1507996719331	IN	#00BFC4
#F564E3	29.9128374040127	27.8379893615842	US	#F564E3
#F564E3	29.8141148081049	31.9385273706168	US	#F564E3
#00BA38	30.615255215019	24.8488370826468	GB	#00BA38
#F564E3	27.6847081266344	31.1318416824564	US	#F564E3
#F564E3	31.119626191631	26.8269855178893	US	#F564E3
#F564E3	25.6741298519075	29.23918686416	US	#F564E3
#F564E3	35.9104392992333	34.6528335079551	US	#F564E3
#F564E3	23.1785677554086	28.1832789281383	US	#F564E3
#B79F00	21.0132933901623	29.3730453640223	CA	#B79F00
#F564E3	28.3740982929245	32.8014232873917	US	#F564E3
#00BFC4	42.9146984975785	41.3937208589166	IN	#00BFC4
#F564E3	21.6179173963144	32.8250847110525	US	#F564E3
#F564E3	35.3846744447947	31.0180631352589	US	#F564E3
#F564E3	21.8721925482154	28.8253730930388	US	#F564E3
#F564E3	36.1604825751856	29.040888353996	US	#F564E3
#F564E3	26.9568577393889	35.1405342271552	US	#F564E3
#F564E3	33.3801017876715	30.3766768509522	US	#F564E3
#00BA38	30.6163936253637	34.9107785532251	GB	#00BA38
#00BA38	41.1010502565652	37.1116754854098	GB	#00BA38
#F564E3	28.1949430814013	29.3123641777784	US	#F564E3
#F564E3	26.8953852334991	29.7943279316649	US	#F564E3
#F564E3	28.2243773069233	27.975907516852	US	#F564E3
#00BA38	32.6690229732543	30.2260702762753	GB	#00BA38
#F564E3	20.634932060726	33.8972672468051	US	#F564E3
#00BA38	25.6506443068385	28.6198830006644	GB	#00BA38
#F564E3	30.6232976956293	29.8741121450439	US	#F564E3
#F564E3	30.174751159735	34.1695388386026	US	#F564E3
#F564E3	26.095499843359	37.6791979305446	US	#F564E3
#F564E3	35.1755577592179	27.3502333531156	US	#F564E3
#F564E3	28.2407351579517	36.6094585455954	US	#F564E3
#F564E3	21.9818238021806	24.601214594394	US	#F564E3
#F564E3	35.1000751450658	28.2164703935385	US	#F564E3
#F564E3	37.2818385202438	34.794374640286	US	#F564E3
#F564E3	14.2370725080371	30.1128453573212	US	#F564E3
#F564E3	22.2360725242645	29.8673770219088	US	#F564E3
#F564E3	28.2442667944357	27.0373644275591	US	#F564E3
#F564E3	29.3332374466583	32.1990868676454	US	#F564E3
#F564E3	30.6549620913342	30.1137578835711	US	#F564E3
#F564E3	26.3653435600922	33.225922302343	US	#F564E3
#F564E3	24.7974849337712	29.6574397338554	US	#F564E3
#F564E3	21.0426164751872	27.3298580838367	US	#F564E3
#F564E3	36.3749195737764	27.0002969905734	US	#F564E3
#F564E3	30.1425314119086	32.2547043977305	US	#F564E3
#00BA38	29.1307552149519	32.6027447314933	GB	#00BA38
#F564E3	32.3473776336759	30.66501596421	US	#F564E3
#F564E3	26.0166953016073	29.7893060777336	US	#F564E3
#00BA38	24.6650555377826	26.6192249581218	GB	#00BA38
#F564E3	24.6770127076656	27.8499257024378	US	#F564E3
#00BA38	29.1570602539927	28.1360393743962	GB	#00BA38
#F564E3	35.3846807034686	32.8200076350942	US	#F564E3
#619CFF	26.9419878602028	31.248823165521	PH	#619CFF
#F564E3	21.1700124382973	31.7496548399329	US	#F564E3
#B79F00	25.0653638308868	28.3936792349443	CA	#B79F00
#B79F00	19.7656258298084	27.1087245473638	CA	#B79F00
#F564E3	35.9277556996793	28.9047370737419	US	#F564E3
#F564E3	23.7071446476504	28.7008377308026	US	#F564E3
#F564E3	33.7639082221314	28.9468620885164	US	#F564E3
#F564E3	27.9239242725074	30.2331825077534	US	#F564E3
#F564E3	26.377315027453	28.7225163927302	US	#F564E3
#F564E3	22.6148335633799	31.7245484022424	US	#F564E3
#F564E3	32.6626889605075	33.6814687186852	US	#F564E3
#F564E3	33.3671089727432	27.8343919392675	US	#F564E3
